,,"Fe 62 : Iron Ore Fines, CNF Rizhao, China : Fines, Fe 62% (Australia Origin)"," Coking Coal, FOB Hay Point, Australia : HCC 64 Mid Vol",HRC-FOB-Rizhao-China-fob-USD 2.5 mm,"Platts North European HRC, EXW Ruhr $/t",HRC-FOB-Black-Sea-Russia-2.5 MM,Raw Material Cost factor I/O*1.6 + Coking coal *0.65,weighted average Price of imported hrc,CRC Mumbai,Infrastructure & Construction Goods,CPI Inflation,Automobile (Passanger Vehicle Sales),India weekly HRC Imports t,India weekly Exports HRC t,Hrc Production in t,Hms 80 20 Mumbai,Hrc landed Price Mumbai,Indian GDP in inr,usd to inr,India News-Based Policy Uncertainty Index
20/09/2021,39,8283.447026,23472.22311,72590.7057,96224.17598,63378.68721,26947.74067,75994.9979780955,75800,145,163.2,40017.5,28492.5,156901.41,940000,34883.33333,65500,3043050,73.69614792,48.91963437
27/09/2021,40,7602.728363,25317.82358,72705.70328,94035.41605,62962.40091,26947.74067,76260.4525366407,77500,145,163.2,40017.5,28492.5,156901.41,940000,34766.66667,65300,3043050,73.81289673,48.91963437
04/10/2021,41,8616.479737,24358.98101,72669.10622,91021.76314,62510.26178,28608.65788,76328.176522223,75800,153.6,165.5,69066.25,19211.5,153730.885,1012000,35560,65300,3208975,74.1521492,39.9463264
11/10/2021,42,8991.518607,25039.19545,73799.73396,91010.74312,60997.7393,28608.65788,76762.6320145085,74500,153.6,165.5,69066.25,19211.5,153730.885,1012000,36766.66667,67800,3208975,75.30585098,39.9463264
18/10/2021,43,9657.015691,25108.2408,73880.85791,90167.94179,60754.81716,28608.65788,77919.4782309839,72500,153.6,165.5,69066.25,19211.5,153730.885,1012000,38180,70900,3208975,75.00594711,39.9463264
25/10/2021,44,9134.238471,25104.15705,73493.87276,89421.94482,62244.8106,28608.65788,77679.1335155251,72300,153.6,165.5,69066.25,19211.5,153730.885,1012000,37700,72500,3208975,74.99374771,39.9463264
01/11/2021,45,8736.64544,25307.04972,71181.93111,88757.2744,64438.37975,26295.63178,75084.6712430805,70000,141.5,166.7,53107.6,12680,91841.6775,934500,36816.66667,71600,2567180,74.92834854,23.3527561
08/11/2021,46,7140.888705,25095.12316,64917.17005,86859.61867,64917.17005,26295.63178,74559.5012570652,68900,141.5,166.7,53107.6,12680,91841.6775,934500,37150,71600,2567180,74.19105148,23.3527561
15/11/2021,47,6839.601837,24830.72841,60589.95106,85336.37394,63191.9735,26295.63178,71474.9502566058,67500,141.5,166.7,53107.6,12680,91841.6775,934500,36733.33333,72100,2567180,74.34349823,23.3527561
22/11/2021,48,6643.014354,22403.45445,58330.71888,83254.80345,62046.05129,26295.63178,70066.7611803415,66900,141.5,166.7,53107.6,12680,91841.6775,934500,36883.33333,71000,2567180,74.30664825,23.3527561
29/11/2021,49,7411.699406,20370.92079,58513.41637,83017.18476,62864.41399,26295.63178,68172.6264816564,66900,141.5,166.7,53107.6,12680,91841.6775,934500,35983.33333,68800,2567180,75.01720047,23.3527561
06/12/2021,50,7505.173682,20337.81503,58398.6908,81779.71811,60659.28528,24699.8717,62662.3880310349,66900,154,166.2,54855.25,23352.75,87181.0325,1014750,35533.33333,67500,3208975,75.35314941,72.32533069
13/12/2021,51,7976.910873,22148.81812,59144.39621,80015.08876,60281.78844,24699.8717,62246.5050252542,67900,154,166.2,54855.25,23352.75,87181.0325,1014750,35500,66800,3208975,75.82614899,72.32533069
20/12/2021,52,8530.470417,22276.54039,58922.58978,79439.66363,60291.11444,24699.8717,62299.1293165451,70400,154,166.2,54855.25,23352.75,87181.0325,1014750,36083.33333,65300,3208975,76.0291481,72.32533069
27/12/2021,1,9311.629298,22414.0996,58667.77748,78644.15571,59043.85298,24699.8717,61014.2907885387,70400,154,166.2,54855.25,23352.75,87181.0325,1014750,35760,64200,3208975,75.21509933,72.32533069
03/01/2022,2,8822.558313,22771.73835,57003.86072,77870.00844,58494.15773,28641.13824,60670.6173081409,70400,158.9,165.7,59116.6,83263,174615,1036750,36383.33333,63100,2741573.4,74.51485062,70.02399003
10/01/2022,3,9251.587074,23002.74218,56801.47762,77639.82363,58286.48357,28641.13824,58687.6779,71300,158.9,165.7,59116.6,53656,49012,1036750,36400,63600,2741573.4,74.25029755,70.02399003
17/01/2022,4,9521.099603,25919.37411,56814.67392,78503.61999,56814.67392,28641.13824,58694.5570309383,73200,158.9,165.7,59116.6,13502,189587,1036750,37216.66667,63600,2741573.4,74.26754761,70.02399003
24/01/2022,5,9703.944443,28476.80988,56928.81517,78365.45355,56556.73141,28641.13824,58936.143525,81400,158.9,165.7,59116.6,56049,211050,1036750,37333.33333,63600,2741573.4,74.41675186,70.02399003
31/01/2022,6,10487.19624,29866.93456,58157.97558,78274.78181,58908.40107,28641.13824,62477.6041790198,81400,158.9,165.7,59116.6,28147,406250,1036750,37900,65300,2741573.4,75.04254913,70.02399003
07/02/2022,7,10733.83587,29708.39135,59192.8501,80170.55732,60461.80149,31399.78135,65038.1225538033,83500,152,166.1,76070.25,80348,100000,866250,38333.33333,66300,3426966.75,74.64419937,91.19663066
14/02/2022,8,11323.79265,29668.33674,61525.94006,83460.2774,67942.75589,31399.78135,67956.0888991907,85800,152,166.1,76070.25,67491,109756,866250,37950,66500,3426966.75,75.49195099,91.19663066
21/02/2022,9,10306.48176,29400.85688,61988.25985,81663.931,67216.18538,31399.78135,68612.2010305642,89000,152,166.1,76070.25,45769,309218,866250,38050,66500,3426966.75,74.68465042,91.19663066
28/02/2022,10,10268.42684,30362.41709,62301.12778,81236.61729,66804.82376,31399.78135,68726.7905591772,86800,152,166.1,76070.25,54723,401244,866250,39983.33333,66000,3426966.75,75.06159973,91.19663066
07/03/2022,11,11271.85408,34579.75573,65720.64072,85175.32592,68013.22121,42155.06095,71767.4659482638,85700,169.5,167.7,80199.25,40245,132123,1217000,43800,68400,3426966.75,76.41934967,120.6987247
14/03/2022,12,12188.90861,47819.20697,70232.0616,103336.3084,69080.71632,42155.06095,73082.9749167468,83500,169.5,167.7,80199.25,19442,280548,1217000,46216.66667,74400,3426966.75,76.75635147,120.6987247
21/03/2022,13,10955.26871,48738.60445,64554.44298,120192.3225,69111.22719,42155.06095,72921.4475343398,82600,169.5,167.7,80199.25,34536,280396,1217000,42325,74400,3426966.75,75.9464035,120.6987247
28/03/2022,14,11212.94,41902.322,66362.29797,119139.547,70176.22314,42155.06095,72461.4535287376,81300,169.5,167.7,80199.25,7500,316613,1217000,43716.66667,73900,3426966.75,76.27850342,120.6987247
04/04/2022,15,11870.38725,36768.81634,69915.21301,117592.6766,17478.80325,35167.93153,72525.8788682674,79300,149.7,170.1,79405.25,31739,106600,984500,43433.33333,76500,3120241.75,75.99479675,90.13010281
11/04/2022,16,12025.2999,28878.93992,69843.91357,114144.2302,71741.84601,35167.93153,72160.3175093295,75800,149.7,170.1,79405.25,60493,133697,984500,42816.66667,78800,3120241.75,75.91729736,90.13010281
18/04/2022,17,11648.17134,34768.95179,71369.85714,112462.8729,73659.79908,35167.93153,72118.0730750842,73000,149.7,170.1,79405.25,26840,241570,984500,42983.33333,76600,3120241.75,76.33139801,90.13010281
25/04/2022,18,11533.24448,34778.14954,68817.15088,110086.4904,71875.69092,35167.93153,72195.3798360517,72000,149.7,170.1,79405.25,37074,289868,984500,45000,75000,3120241.75,76.46350098,90.13010281
02/05/2022,19,10697.92963,35889.33475,65044.63654,104295.8225,71549.10019,36161.28112,72687.7977170594,69500,153.3,171.7,63404.4,17991,305150,990250,44183.33333,73700,2496193.4,76.52310181,69.11617027
09/05/2022,20,10979.26978,36336.76415,65413.87215,99329.65658,71955.25936,36161.28112,66770.4697568858,69000,153.3,171.7,63404.4,52113,172650,990250,44050,72500,2496193.4,76.95749664,69.11617027
16/05/2022,21,10042.22417,36883.47766,63538.76404,93560.06293,68962.80487,36161.28112,67204.9611757605,68500,153.3,171.7,63404.4,26678,122850,990250,43550,71400,2496193.4,77.48629761,69.11617027
23/05/2022,22,10100.828,38299.62079,63032.90199,88827.98877,63811.08597,36161.28112,67401.7199710314,68000,153.3,171.7,63404.4,14094,362336,990250,42366.66667,69300,2496193.4,77.81839752,69.11617027
30/05/2022,23,10333.03618,35090.88676,61298.98906,85744.46651,60599.76105,36161.28112,67551.5651272722,68000,153.3,171.7,63404.4,24481,251713,990250,38200,66100,2496193.4,77.69200134,69.11617027
06/06/2022,24,10861.64897,31174.79719,60601.47491,80516.66569,58270.64896,27062.82771,63624.2149874798,68000,150.8,172.6,68947,70900,124276,896750,38416.66667,63800,3120241.75,77.69419861,65.4772946
13/06/2022,25,11367.02261,27622.75148,61369.41368,78376.79591,55506.0939,27062.82771,63550.4997399126,67600,150.8,172.6,68947,84675,161227,896750,37900,63100,3120241.75,78.17759705,65.4772946
20/06/2022,26,10197.3515,26844.71025,59250.6662,72687.46211,54572.98203,27062.82771,63196.9798301856,67500,150.8,172.6,68947,79060,183960,896750,37900,61400,3120241.75,77.96140289,65.4772946
27/06/2022,27,8889.460876,25353.74405,54385.34603,71100.03655,49298.94676,27062.82771,58928.9995400703,66900,150.8,172.6,68947,36236,214700,896750,37400,61300,3120241.75,78.25229645,65.4772946
04/07/2022,28,9537.244421,21803.55081,53291.72173,69355.97832,46580.91232,18578.75761,56462.2054893666,66900,151.3,173.4,91289.5,43140,77650,960500,38816.66667,60200,3231666.75,78.95069885,81.2920901
11/07/2022,29,8964.447975,18841.20703,52358.72269,68488.70303,47598.83881,18578.75761,54908.1382165604,66800,151.3,173.4,91289.5,57845,47133,960500,40116.66667,59800,3231666.75,79.33139801,81.2920901
18/07/2022,30,8306.875801,16688.15713,49267.26723,68744.41965,48828.80449,18578.75761,55268.3525759843,66300,151.3,173.4,91289.5,86368,129892,960500,42666.66667,59800,3231666.75,79.72049713,81.2920901
25/07/2022,31,7843.901813,15722.41664,49923.00034,69981.50273,47127.31232,18578.75761,53641.1135602644,65700,151.3,173.4,91289.5,52437,210323,960500,40250,59600,3231666.75,79.87680054,81.2920901
01/08/2022,32,8853.978789,13911.88703,46566.54318,68594.89395,47516.8808,19449.54581,53138.6961527328,65700,152.8,174.3,70752.4,15661,142954,866250,41216.66667,57800,2585333.4,79.19480133,72.41811421
08/08/2022,33,8655.755264,13870.38485,48043.41225,66009.42493,45264.04129,19449.54581,51064.3557191702,65700,152.8,174.3,70752.4,38543,14000,866250,42533.33333,57400,2585333.4,79.41059875,72.41811421
15/08/2022,34,8732.493432,15825.98582,48732.09219,62225.14854,45387.73293,19449.54581,48249.6167057875,66200,152.8,174.3,70752.4,55981,40151,866250,42700,57300,2585333.4,79.62760162,72.41811421
22/08/2022,35,8135.642229,19433.36964,49549.09805,60016.42094,45553.20305,19449.54581,46144.3346738352,66200,152.8,174.3,70752.4,136811,142070,866250,43300,57300,2585333.4,79.91790009,72.41811421
29/08/2022,36,8219.795358,20322.93788,48375.25478,56375.96221,45576.68633,19449.54581,46070.9064817792,65600,152.8,174.3,70752.4,37763,80260,866250,42383.33333,56700,2585333.4,79.95909882,72.41811421
05/09/2022,37,7844.891052,20329.74815,47037.45651,60796.47061,41456.74133,20986.96875,48466.2636299181,65300,156.9,175.3,76847.25,67246,78524,900750,41166.66667,55900,3231666.75,79.72450256,67.74022999
12/09/2022,38,7901.855347,20484.816,46200.36392,61626.02819,44049.65733,20986.96875,48583.3043545031,65300,156.9,175.3,76847.25,116043,95750,900750,40033.33333,55200,3231666.75,79.65579987,67.74022999
19/09/2022,39,8064.577289,19311.42163,47415.25185,59581.0492,44466.74039,20986.96875,48576.183096729,63600,156.9,175.3,76847.25,56854,105447,900750,39316.66667,56100,3231666.75,79.6894989,67.74022999
26/09/2022,40,7962.970291,19365.7268,46721.50936,58866.98917,45827.70657,20986.96875,48508.608096729,63400,156.9,175.3,76847.25,30030,213500,900750,38600,56500,3231666.75,81.25479889,67.74022999
03/10/2022,41,7858.653442,20271.63052,46874.74823,58129.41604,46059.53522,22982.59718,49013.2455786259,62600,156.2,176.7,71452.8,153990,71200,969500,39400,57500,2681753.4,81.52130127,90.5030244
10/10/2022,42,7931.19256,21138.80252,48871.05598,58692.64726,48456.89449,22982.59718,46464.9430636475,62600,156.2,176.7,71452.8,42120,47127,969500,39400,57500,2681753.4,82.83229828,90.5030244
17/10/2022,43,7961.076833,21921.80577,48623.55415,54720.45337,47799.42612,22982.59718,44759.8109940213,62100,156.2,176.7,71452.8,180234,34200,969500,39300,57000,2681753.4,82.41280365,90.5030244
24/10/2022,44,7717.611355,22797.90648,47873.95279,53184.49481,48699.36577,22982.59718,44564.7838546511,60300,156.2,176.7,71452.8,34401,77959,969500,38380,56300,2681753.4,82.54129791,90.5030244
31/10/2022,45,7052.011124,23734.23219,47287.53815,53391.49992,46053.9502,22982.59718,44449.0668790408,59400,156.2,176.7,71452.8,107946,130649,969500,37760,56300,2681753.4,82.23919678,90.5030244
07/11/2022,46,6872.237591,24182.62455,46725.74913,52638.11392,44594.39917,21844.769,42873.8495988964,59200,161.7,176.5,85595.5,26199,83024.5,873250,36766.66667,56100,3352191.75,81.97499847,77.12625269
14/11/2022,47,7196.431947,23652.70285,41455.95585,52243.19805,42502.41687,21844.769,43480.6711773756,59200,161.7,176.5,85595.5,58105,35400,873250,35983.33333,56100,3352191.75,80.49700165,77.12625269
21/11/2022,48,7923.734033,20991.3736,46466.34155,52526.69377,42797.94617,21844.769,42486.4721496822,61400,161.7,176.5,85595.5,103712,70653,873250,33960,56100,3352191.75,81.51989746,77.12625269
28/11/2022,49,7856.6252,18756.80818,44918.33534,51378.24532,42876.59283,21844.769,42730.0375675244,62000,161.7,176.5,85595.5,87611,143719,873250,33716.66667,56100,3352191.75,81.66970062,77.12625269
05/12/2022,50,8321.379562,18632.18195,44375.26283,51974.58766,42176.85532,20911.25613,44469.5088573521,63500,170.9,175.7,58827.25,71543,20803,1001000,34950,55600,3352191.75,81.42250061,78.09208834
12/12/2022,51,9065.430222,19078.60997,47799.54117,54910.79099,45327.15111,20911.25613,45502.9308755399,64700,170.9,175.7,58827.25,68689,35300,1001000,36383.33333,54100,3352191.75,82.41300201,78.09208834
19/12/2022,52,9199.130969,19213.11302,48808.33878,58240.92499,47815.6268,20911.25613,50597.72,65400,170.9,175.7,58827.25,89040,75966,1001000,36233.33333,53500,3352191.75,82.72599792,78.09208834
26/12/2022,53,9235.138725,20967.67456,49562.46185,58936.78849,48571.21262,20911.25613,49993.3377259936,65300,170.9,175.7,58827.25,92334,239550,1001000,36416.66667,53700,3352191.75,82.60410309,78.09208834
02/01/2023,1,9532.777148,22301.07154,50063.62999,59883.75582,48656.88336,24671.09619,51021.4606282765,64000,176.9,176.5,73278.6,82781,64500,1056000,38166.66667,54500,2907673.4,82.74980164,50.97487365
09/01/2023,2,9675.351764,23283.37202,50186.77361,61193.14442,48376.75882,24671.09619,50936.9523221615,64300,176.9,176.5,73278.6,100523,65178.5,1056000,38150,56900,2907673.4,82.27339935,50.97487365
16/01/2023,3,10013.44958,23272.60117,50798.74992,62782.54078,49823.41393,24671.09619,54410.401875637,65100,176.9,176.5,73278.6,60269,65857,1056000,37600,56900,2907673.4,81.27799988,50.97487365
23/01/2023,4,10008.63334,24117.35192,52229.51866,65416.13602,49638.28673,24671.09619,53793.1348455197,65100,176.9,176.5,73278.6,105373,271450,1056000,37300,57900,2907673.4,80.97599792,50.97487365
30/01/2023,5,10351.51641,24859.94099,52572.66209,67164.38784,56077.50623,24671.09619,53674.9632635155,64800,176.9,176.5,73278.6,67222,211580,1056000,37040,59700,2907673.4,81.50800323,50.97487365
06/02/2023,6,10475.59214,26312.31934,53858.02864,67401.6405,56571.48657,28363.29152,54193.6050754391,64600,165.7,176.8,89983,41450,25220,996000,36483.33333,60900,3634591.75,82.22599792,126.7494808
13/02/2023,7,10248.11466,28164.43805,54046.01532,67527.15437,56108.84033,28363.29152,54932.9895699073,64400,165.7,176.8,89983,128866,58000,996000,35966.66667,59800,3634591.75,82.51300049,126.7494808
20/02/2023,8,10295.0956,28965.30113,54620.28214,69221.93871,56275.4422,28363.29152,56997.5028255221,64500,165.7,176.8,89983,95624,204676,996000,36533.33333,58300,3634591.75,82.75800323,126.7494808
27/02/2023,9,10779.3399,27611.69376,55969.64951,69834.03069,57628.00949,28363.29152,57893.394104384,64500,165.7,176.8,89983,78069,173287,996000,36950,59300,3634591.75,82.91799927,126.7494808
06/03/2023,10,10234.49082,26256.95104,55155.93853,70544.85067,59650.12611,26659.80476,58230.9749388999,64250,181.7,177.2,73007.5,14119,94437,1085500,37600,60700,3634591.75,81.71250153,72.38562475
13/03/2023,11,10463.30447,26923.20306,56960.81013,73171.77473,63927.24014,26659.80476,58194.91,63650,181.7,177.2,73007.5,145666,123234,1085500,38750,60700,3634591.75,81.95800018,72.38562475
20/03/2023,12,10894.35562,25764.05005,57360.43301,74691.5412,64375.73776,26659.80476,59128.2069361907,63150,181.7,177.2,73007.5,16938,231027,1085500,38550,60000,3634591.75,82.53299713,72.38562475
27/03/2023,13,10111.20446,24701.63956,57225.46497,75592.29496,61754.09889,26659.80476,59428.9895667251,62900,181.7,177.2,73007.5,64054,308800,1085500,37566.66667,60000,3634591.75,82.33879852,72.38562475
03/04/2023,14,10289.53686,22696.7015,56296.58745,76524.73207,60405.82741,22583.83485,59245.4005887779,62700,169.8,178.1,83560,51555,91649,1013000,37966.66667,59900,3364283.25,82.18479919,85.97074079
10/04/2023,15,9887.590055,21221.8111,55681.66656,76590.1299,58957.05872,22583.83485,58326.3573977625,61950,169.8,178.1,83560,41479,27000,1013000,38633.33333,60200,3364283.25,81.88480377,85.97074079
17/04/2023,16,9837.745303,20324.79244,54426.7939,76048.06285,57700.58601,22583.83485,57098.9525583235,61100,169.8,178.1,83560,51910,125842,1013000,38200,60100,3364283.25,81.84480286,85.97074079
24/04/2023,17,9698.877589,19351.25718,54566.44329,75670.93835,53335.62126,22583.83485,56248.1808111261,60200,169.8,178.1,83560,48008,264833,1013000,38333.33333,59950,3364283.25,82.05480194,85.97074079
01/05/2023,18,8697.646375,17370.76931,50273.05,74790.15381,51499.22195,20372.28816,55979.1791717418,59700,173.2,179.1,66849.4,44866,333100,996500,37516.66667,59500,2691426.6,81.74479675,48.45008123
08/05/2023,19,8581.628723,16890.82506,48833.55392,72920.46942,51489.77234,20372.28816,55240.0438269371,59650,173.2,179.1,66849.4,17914,37346,996500,36683.33333,59000,2691426.6,81.72979736,48.45008123
15/05/2023,20,8713.232025,17741.56493,47676.17523,71159.32194,51786.19034,20372.28816,54370.9456838472,59200,173.2,179.1,66849.4,28488,72700,996500,37383.33333,58450,2691426.6,82.20030212,48.45008123
22/05/2023,21,9036.623245,16912.57928,45597.64023,68686.12972,49328.35625,20372.28816,54356.7424567684,59100,173.2,179.1,66849.4,75570,188860,996500,38083.33333,57350,2691426.6,82.90480042,48.45008123
29/05/2023,22,8340.054657,16349.81012,45003.26523,66513.58739,49132.00516,20372.28816,53114.4612616692,59100,173.2,179.1,66849.4,63537,214659,996500,37533.33333,56800,2691426.6,82.57479858,48.45008123
05/06/2023,23,8521.173079,16543.76688,43677.19276,64084.33096,49033.82961,19088.48988,50646.1185641802,59400,170.9,181,81871.75,78309,53639,1044250,37466.66667,56000,3364283.25,82.40979767,60.06000995
12/06/2023,24,9266.79567,16604.38299,46169.08875,62316.89242,47817.98477,19088.48988,49516.8517109476,59950,170.9,181,81871.75,58123,14740,1044250,37183.33333,55250,3364283.25,82.44480133,60.06000995
19/06/2023,25,9338.287491,16362.48181,45053.1414,60898.90464,47510.58548,19088.48988,49781.8990258871,60400,170.9,181,81871.75,89396,68631,1044250,37000,55500,3364283.25,81.91480255,60.06000995
26/06/2023,26,9264.282654,16495.34221,45665.53485,60431.48964,47551.1853,19088.48988,49205.5956187233,60800,170.9,181,81871.75,48926,114688,1044250,36883.33333,55400,3364283.25,81.98480225,60.06000995
03/07/2023,27,9235.833549,16665.54854,45152.96402,60405.79946,47205.37148,20218.37929,49548.348053156,60800,170.3,186.3,70648.8,87782,73035,1152750,36066.66667,55150,2782873.4,82.09629822,55.64200372
10/07/2023,28,9142.759983,16247.67654,46264.5697,61651.33943,47503.79925,20218.37929,48910.7418142166,60800,170.3,186.3,70648.8,176675,73519,1152750,34416.66667,55200,2782873.4,82.61530304,55.64200372
17/07/2023,29,9061.278442,16152.71375,45142.23862,61067.11128,46783.77457,20218.37929,49316.1979797705,61200,170.3,186.3,70648.8,77157,39374,1152750,34050,55300,2782873.4,82.07679749,55.64200372
24/07/2023,30,9445.28291,16480.05091,45504.61819,60077.41067,47964.32728,20218.37929,49560.7455671713,61650,170.3,186.3,70648.8,90915,160529,1152750,34400,55600,2782873.4,81.99030304,55.64200372
31/07/2023,31,9376.819199,16779.5712,48117.88799,58901.06557,46884.09599,20218.37929,49627.9822898719,62000,170.3,186.3,70648.8,113874,217338,1152750,33733.33333,55900,2782873.4,82.25279999,55.64200372
07/08/2023,32,8864.935864,17564.48113,48170.01064,58093.6117,46722.84294,21292.11965,49926.9333812617,63000,176.8,186.2,89807,112495,45500,1111750,34816.66667,56000,3478591.75,82.69529724,57.63816409
14/08/2023,33,8654.478195,17938.97588,47251.46141,57990.47513,46836.97491,21292.11965,50225.6358721993,63900,176.8,186.2,89807,76947,73000,1111750,34950,56400,3478591.75,82.89730072,57.63816409
21/08/2023,34,8857.317169,18504.72366,46573.68652,57258.02288,47322.1922,21292.11965,50223.9978937075,63900,176.8,186.2,89807,82035,206258,1111750,35840,56400,3478591.75,83.16729736,57.63816409
28/08/2023,35,9456.795807,18558.13513,45465.36446,58318.34032,46705.32894,21292.11965,50196.0752390448,63550,176.8,186.2,89807,132404,120720,1111750,36050,56400,3478591.75,82.66429901,57.63816409
04/09/2023,36,9634.200336,19103.00668,45483.34923,59893.13584,46723.80421,23699.61485,49779.0777508014,63300,172.8,184.1,90429.25,64180,76291,1103500,36500,56700,3478591.75,82.6969986,32.90940155
11/09/2023,37,9847.512584,19462.53752,46289.95165,58009.82012,46497.52991,23699.61485,49695.8827779988,63100,172.8,184.1,90429.25,50741,1000,1103500,36783.33333,57650,3478591.75,83.03130341,32.90940155
18/09/2023,38,10252.78774,20555.42696,46112.61909,56183.61843,47358.9061,23699.61485,49909.862661362,63100,172.8,184.1,90429.25,99998,110054,1103500,36716.66667,57700,3478591.75,83.08580017,32.90940155
25/09/2023,39,10222.49537,21540.25811,46465.88806,55552.12652,47295.63606,23699.61485,50014.4450080257,62800,172.8,184.1,90429.25,46817,81411,1103500,37000,57950,3478591.75,82.97480011,32.90940155
02/10/2023,40,9798.106125,21589.04739,45669.13872,54836.34645,47329.83467,25586.42415,49768.1289367345,62800,175.9,185.3,77942.8,125584,90836,1078500,36920,58850,2914666.667,83.03479767,122.1140431
09/10/2023,41,9958.327472,22377.1432,45718.5318,54429.49147,47381.02386,25586.42415,49379.2609975917,62400,175.9,185.3,77942.8,132444,10000,1078500,36500,58950,2914666.667,83.12460327,122.1140431
16/10/2023,42,9694.060052,23085.85435,44139.62051,53571.00818,47470.91263,25586.42415,49127.5844854778,62450,175.9,185.3,77942.8,95642,67150,1078500,35833.33333,58450,2914666.667,83.28230286,122.1140431
23/10/2023,43,9846.120044,22685.9928,44074.69276,53514.49404,47816.88366,25586.42415,48716.9279084518,62500,175.9,185.3,77942.8,149770,12550,1078500,35116.66667,57700,2914666.667,83.15979767,122.1140431
30/10/2023,44,9988.754499,22563.32436,43374.96735,53659.50576,47962.70428,25586.42415,48676.797557706,62500,175.9,185.3,77942.8,186031,55500,1078500,34100,56500,2914666.667,83.41339874,122.1140431
06/11/2023,45,10394.81258,22619.11218,44074.00536,56360.00856,46984.55288,25232.3084,49281.7769981898,62500,164.2,186.3,84045.25,217115,23816,1127500,33950,55950,3643333.333,83.15850067,104.7362711
13/11/2023,46,10599.78462,21282.86813,45397.89875,57549.04202,46647.3822,25232.3084,49451.4540147465,62200,164.2,186.3,84045.25,279777,63200,1127500,33600,55300,3643333.333,83.29889679,104.7362711
20/11/2023,47,10861.21111,21156.04005,45810.32295,59532.43038,46643.23792,25232.3084,50354.6794353286,62200,164.2,186.3,84045.25,266733,37497,1127500,33816.66667,55300,3643333.333,83.29149628,104.7362711
27/11/2023,48,11214.13155,21445.15202,47072.69188,60736.60296,47489.26437,25232.3084,50966.5950517078,62100,164.2,186.3,84045.25,232228,11794,1127500,34000,55000,3643333.333,83.3144989,104.7362711
04/12/2023,49,10934.9237,22352.51526,47850.69351,61281.01423,47434.60052,26245.05803,51263.4340582311,61950,180.3,185.7,71597.5,137078,155371,1128500,33333.33333,55050,3643333.333,83.21859741,128.5372133
11/12/2023,50,11162.94731,23243.62572,47972.30721,61481.64263,49223.7587,26245.05803,51023.2140379816,61700,180.3,185.7,71597.5,53187,21000,1128500,34066.66667,55200,3643333.333,83.43009949,128.5372133
18/12/2023,51,11326.88819,22537.518,47748.97881,61992.62375,48994.60434,26245.05803,51354.7501420148,61950,180.3,185.7,71597.5,186807,97186,1128500,34083.33333,55100,3643333.333,83.04170227,128.5372133
25/12/2023,52,11248.06637,22641.6715,47819.87553,63086.47474,49899.00055,26245.05803,51291.8546048555,61700,180.3,185.7,71597.5,137297,455387,1128500,33740,55000,3643333.333,83.16500092,128.5372133
01/01/2024,1,11848,22825,47725,62748,48555,33793,51332.0954415663,62200,186.7,185.5,465665.8,89344,27100,1150000,33500,54600,3149333.33,83,129.91
08/01/2024,2,11421,22825,48140,66029.82,48555,33110,51293.0805827894,62100,186.7,185.5,465665.8,163692,0,1150000,33133,54400,3149333.33,83,129.91
15/01/2024,3,10757,22692,47310,66732,48555,31961,51068.8256107533,61950,186.7,185.5,465665.8,155819,64500,1150000,33000,54100,3149333.33,83,129.91
22/01/2024,4,10956,22431,47310,67313,48970,32110,50870.7851990683,61700,186.7,185.5,465665.8,78315,105216,1150000,33000,54000,3149333.33,83,129.91
29/01/2024,5,11172,22294,47725,68143,48970,32366,51165.4270627642,61950,186.7,185.5,465665.8,188486,303189,1150000,32783,54000,3149333.33,83,129.91
05/02/2024,6,10574,21696,46895,66773.5,49800,31021,51192.3145894845,61700,179.8,185.8,573602.75,161896,101820,1197708,32533,54050,3936666.67,83,148.83
12/02/2024,7,10732,21746,46895,66649,48555,31306,51041.8551014539,61600,179.8,185.8,573602.75,109991,30380,1197708,32500,54000,3936666.67,83,148.83
19/02/2024,8,10325,21680,46895,65362.5,46895,30612,50920.1254185518,61600,179.8,185.8,573602.75,91284,54800,1197708,33066,53850,3936666.67,83,148.83
26/02/2024,9,9777,21597,46065,64408,46895,29682,50635.5023521294,61500,179.8,185.8,573602.75,57819,482845,1197708,33516,53600,3936666.67,83,148.83
04/03/2024,10,9744,21148,46065,64408,46895,29337,50503.2170838497,61300,195.2,185.8,581489.75,44291,90868,1197708,33633,52900,3936666.67,83,91.72
11/03/2024,11,9064,19858,44820,62582,46895,27409,50208.6372171301,61100,195.2,185.8,581489.75,75140,52915,1197708,33500,52700,3936666.67,83,91.72
18/03/2024,12,8854,18111,44820,61337,46895,25938,47983.076342331,61100,195.2,185.8,581489.75,47250,110509,1197708,33050,52600,3936666.67,83,91.72
25/03/2024,13,8522,17181,44405,59718.5,46895,24802,47659.9288085431,61000,195.2,185.8,581489.75,141871,218836,1197708,33000,52000,3936666.67,83,91.72
01/04/2024,14,8342,16567,44405,58266,46895,24115,48134.6169095342,61200,183.3,186.7,471608.2,158126,41950,1137823,33350,51750,4017368.34,83,137.18
08/04/2024,15,8715,15438,44405,57643.5,46687.5,23979,48128.0766359348,61200,183.3,186.7,471608.2,122330,41241,1137823,34000,51950,4017368.336735,83,137.18
15/04/2024,16,9462,16783,44405,55324.48,46895,26048,48078.6261047374,61700,183.3,186.7,471608.2,83452,13327,1137823,34866,52925,4017368.336735,83,137.18
