,,"Fe 62 : Iron Ore Fines, CNF Rizhao, China : Fines, Fe 62% (Australia Origin)"," Coking Coal, FOB Hay Point, Australia : HCC 64 Mid Vol",HRC-FOB-Rizhao-China-fob-USD 2.5 mm,"Platts North European HRC, EXW Ruhr $/t",HRC-FOB-Black-Sea-Russia-2.5 MM,Raw Material Cost factor I/O*1.6 + Coking coal *0.65,weighted average Price of imported hrc,CRC Mumbai,Infrastructure & Construction Goods,CPI Inflation,Automobile (Passanger Vehicle Sales),India weekly HRC Imports t,India weekly Exports HRC t,Hrc Production in t,Hms 80 20 Mumbai,Hrc landed Price Mumbai,Indian GDP in inr,usd to inr,India News-Based Policy Uncertainty Index
22/04/2024,17,11399,22091,46644,56936,48312,30587.784,48304.949565,60900,183.3,186.7,471608.2,64170,80333,1137823,35000,53400,4017368.336735,,137.18
29/04/2024,18,11365,21870,46612,58196,48446,30413.27196,48605.826912,61200,183.3,186.7,471608.2,57081,193359,1137823,35766,53900,4017368.336735,,137.18
06/05/2024,19,11553,21762,47275,59360,48695,30448.18827,48857.09193,61250,183.4,187.6,613909.25,72923,43700,1137823,36500,54350,4017368.336735,,83
13/05/2024,20,11279,21605,47006,58679,48421,30066.5784,49050.8491815,61150,183.4,187.6,613909.25,72610,0,1137823,35916,53900.0,4017368.336735,,83
20/05/2024,21,11492,21401,46419,58861,48246,30340.1568,48548.3824704,60850,183.4,187.6,613909.25,74006,58374,1137823,36400,54200.0,4017368.336735,,83
27/05/2024,22,11451,21533,46622,58276,48458,30350.694,48396.083808,60700,183.4,190.2,613909.25,111553,84336,1137823,36466,53900.0,4017368.336735,,83
03/06/2024,23,10783,22013,45754,58754,48673,29619.341787,48672.74076,60600,185.1,190.2,584063.75,87182,41046,1137823,36333,53900,4017368.336735,,83
10/06/2024,24,10483,22975,45403,58000,47908,29750,48120,60600,185.1,190.2,584064,59532,4514,1137823,35433,54000,,,
17/06/2024,25,10584,23031,45419,57865,48342,29952,48088,60300,185.1,190.2,584064,105418,0,1137823,34600,53900,,,
24/06/2024,26,10289,21426,44465,57738,46966,28468,30453,59900,185.1,190.2,584063.75,120518,0,1137823,33733,53600,,,
01/07/2024,27,10741,22315,44459,57849,46964,29870,39554,60050,185.1,190.2,584063.75,0,21900,1137823,33816,53200,,,
08/07/2024,28,10533,22542,44038,57538,46961,29696,44936,59600,185.1,190.2,584064,72923,41046,1137823,33100,52750,,,
15/07/2024,29,10383,21200,44140,58546,47070,28591,38574,59750,185.1,190.2,584064,72610,4514,1137823,33066,52100,,,
22/07/2024,30,10107,20569,43294,59208,47060,27736,29933,59300,185.1,190.2,584063.75,74006,0,1137823,33500,51500,,,
29/07/2024,31,,,,,,,,,,,,,,1137823,,,,,
05/08/2024,32,,,,,,,,,,,,,,1166469,,,,,
12/08/2024,33,,,,,,,,,,,,,,1166469,,,,,
19/08/2024,34,,,,,,,,,,,,,,1166469,,,,,
26/08/2024,35,,,,,,,,,,,,,,1166469,,,,,
02/09/2024,36,,,,,,,,,,,,,,1183656,,,,,
09/09/2024,37,,,,,,,,,,,,,,1183656,,,,,
16/09/2024,38,,,,,,,,,,,,,,1183656,,,,,
23/09/2024,39,,,,,,,,,,,,,,1183656,,,,,
30/09/2024,40,,,,,,,,,,,,,,1183656,,,,,
07/10/2024,41,,,,,,,,,,,,,,1195115,,,,,
14/10/2024,42,,,,,,,,,,,,,,1195115,,,,,
21/10/2024,43,,,,,,,,,,,,,,1195115,,,,,
28/10/2024,44,,,,,,,,,,,,,,1195115,,,,,
04/11/2024,45,,,,,,,,,,,,,,1218031,,,,,
11/11/2024,46,,,,,,,,,,,,,,1218031,,,,,
18/11/2024,47,,,,,,,,,,,,,,1218031,,,,,
25/11/2024,48,,,,,,,,,,,,,,1218031,,,,,
02/12/2024,49,,,,,,,,,,,,,,1229490,,,,,
09/12/2024,50,,,,,,,,,,,,,,1229490,,,,,
16/12/2024,51,,,,,,,,,,,,,,1229490,,,,,
23/12/2024,52,,,,,,,,,,,,,,1229490,,,,,
30/12/2024,1,,,,,,,,,,,,,,1229490,,,,,
06/01/2025,2,,,,,,,,,,,,,,1410546,,,,,
13/01/2025,3,,,,,,,,,,,,,,1410546,,,,,
20/01/2025,4,,,,,,,,,,,,,,1410546,,,,,
27/01/2025,5,,,,,,,,,,,,,,1410546,,,,,
03/02/2025,6,,,,,,,,,,,,,,1413773,,,,,
10/02/2025,7,,,,,,,,,,,,,,1413773,,,,,
17/02/2025,8,,,,,,,,,,,,,,1413773,,,,,
24/02/2025,9,,,,,,,,,,,,,,1413773,,,,,
03/03/2025,10,,,,,,,,,,,,,,1413354,,,,,
10/03/2025,11,,,,,,,,,,,,,,1413354,,,,,
17/03/2025,12,,,,,,,,,,,,,,1413354,,,,,
24/03/2025,13,,,,,,,,,,,,,,1413354,,,,,
31/03/2025,14,,,,,,,,,,,,,,1413354,,,,,
07/04/2025,15,,,,,,,,,,,,,,1385852,,,,,
14/04/2025,16,,,,,,,,,,,,,,1385852,,,,,
21/04/2025,17,,,,,,,,,,,,,,1385852,,,,,
28/04/2025,18,,,,,,,,,,,,,,1385852,,,,,
05/05/2025,19,,,,,,,,,,,,,,1384346,,,,,
12/05/2025,20,,,,,,,,,,,,,,1384346,,,,,
19/05/2025,21,,,,,,,,,,,,,,1384346,,,,,
26/05/2025,22,,,,,,,,,,,,,,1384346,,,,,
02/06/2025,23,,,,,,,,,,,,,,1384346,,,,,
09/06/2025,24,,,,,,,,,,,,,,1384346,,,,,
16/06/2025,25,,,,,,,,,,,,,,1384346,,,,,
23/06/2025,26,,,,,,,,,,,,,,1384346,,,,,
30/06/2025,27,,,,,,,,,,,,,,1384346,,,,,
07/07/2025,28,,,,,,,,,,,,,,1384346,,,,,
14/07/2025,29,,,,,,,,,,,,,,1384346,,,,,
21/07/2025,30,,,,,,,,,,,,,,1384346,,,,,
28/07/2025,31,,,,,,,,,,,,,,1384346,,,,,
04/08/2025,32,,,,,,,,,,,,,,1384346,,,,,
11/08/2025,33,,,,,,,,,,,,,,1384346,,,,,
18/08/2025,34,,,,,,,,,,,,,,1384346,,,,,
25/08/2025,35,,,,,,,,,,,,,,1384346,,,,,
01/09/2025,36,,,,,,,,,,,,,,1384346,,,,,
08/09/2025,37,,,,,,,,,,,,,,1384346,,,,,
15/09/2025,38,,,,,,,,,,,,,,1384346,,,,,
22/09/2025,39,,,,,,,,,,,,,,1384346,,,,,
29/09/2025,40,,,,,,,,,,,,,,1384346,,,,,
06/10/2025,41,,,,,,,,,,,,,,1413800,,,,,
13/10/2025,42,,,,,,,,,,,,,,1413800,,,,,
20/10/2025,43,,,,,,,,,,,,,,1413800,,,,,
27/10/2025,44,,,,,,,,,,,,,,1413800,,,,,
03/11/2025,45,,,,,,,,,,,,,,1413800,,,,,
10/11/2025,46,,,,,,,,,,,,,,1413800,,,,,
17/11/2025,47,,,,,,,,,,,,,,1413800,,,,,
24/11/2025,48,,,,,,,,,,,,,,1413800,,,,,
01/12/2025,49,,,,,,,,,,,,,,1413800,,,,,
08/12/2025,50,,,,,,,,,,,,,,1413800,,,,,
15/12/2025,51,,,,,,,,,,,,,,1413800,,,,,
22/12/2025,52,,,,,,,,,,,,,,1413800,,,,,
29/12/2025,1,,,,,,,,,,,,,,1413800,,,,,
05/01/2026,2,,,,,,,,,,,,,,1437238,,,,,
12/01/2026,3,,,,,,,,,,,,,,1437238,,,,,
19/01/2026,4,,,,,,,,,,,,,,1437238,,,,,
26/01/2026,5,,,,,,,,,,,,,,1437238,,,,,
02/02/2026,6,,,,,,,,,,,,,,1480467,,,,,
09/02/2026,7,,,,,,,,,,,,,,1480467,,,,,
16/02/2026,8,,,,,,,,,,,,,,1480467,,,,,
23/02/2026,9,,,,,,,,,,,,,,1480467,,,,,
02/03/2026,10,,,,,,,,,,,,,,1497133,,,,,
09/03/2026,11,,,,,,,,,,,,,,1497133,,,,,
16/03/2026,12,,,,,,,,,,,,,,1497133,,,,,
23/03/2026,13,,,,,,,,,,,,,,1497133,,,,,
30/03/2026,14,,,,,,,,,,,,,,1497133,,,,,
06/04/2026,15,,,,,,,,,,,,,,1532406,,,,,
13/04/2026,16,,,,,,,,,,,,,,1532406,,,,,
20/04/2026,17,,,,,,,,,,,,,,1532406,,,,,
27/04/2026,18,,,,,,,,,,,,,,1532406,,,,,
04/05/2026,19,,,,,,,,,,,,,,1557406,,,,,
11/05/2026,20,,,,,,,,,,,,,,1557406,,,,,
18/05/2026,21,,,,,,,,,,,,,,1557406,,,,,
25/05/2026,22,,,,,,,,,,,,,,1557406,,,,,
01/06/2026,23,,,,,,,,,,,,,,1557406,,,,,
08/06/2026,24,,,,,,,,,,,,,,1557406,,,,,
15/06/2026,25,,,,,,,,,,,,,,1557406,,,,,
22/06/2026,26,,,,,,,,,,,,,,1557406,,,,,
29/06/2026,27,,,,,,,,,,,,,,1557406,,,,,
06/07/2026,28,,,,,,,,,,,,,,1557406,,,,,
13/07/2026,29,,,,,,,,,,,,,,1557406,,,,,
20/07/2026,30,,,,,,,,,,,,,,1557406,,,,,
27/07/2026,31,,,,,,,,,,,,,,1557406,,,,,
03/08/2026,32,,,,,,,,,,,,,,1557406,,,,,
10/08/2026,33,,,,,,,,,,,,,,1557406,,,,,
17/08/2026,34,,,,,,,,,,,,,,1557406,,,,,
24/08/2026,35,,,,,,,,,,,,,,1557406,,,,,
31/08/2026,36,,,,,,,,,,,,,,1557406,,,,,
07/09/2026,37,,,,,,,,,,,,,,1557406,,,,,
14/09/2026,38,,,,,,,,,,,,,,1557406,,,,,
21/09/2026,39,,,,,,,,,,,,,,1557406,,,,,
28/09/2026,40,,,,,,,,,,,,,,1557406,,,,,
05/10/2026,41,,,,,,,,,,,,,,1573800,,,,,
12/10/2026,42,,,,,,,,,,,,,,1573800,,,,,
19/10/2026,43,,,,,,,,,,,,,,1573800,,,,,
26/10/2026,44,,,,,,,,,,,,,,1573800,,,,,
02/11/2026,45,,,,,,,,,,,,,,1573800,,,,,
09/11/2026,46,,,,,,,,,,,,,,1573800,,,,,
16/11/2026,47,,,,,,,,,,,,,,1573800,,,,,
23/11/2026,48,,,,,,,,,,,,,,1573800,,,,,
30/11/2026,49,,,,,,,,,,,,,,1573800,,,,,
07/12/2026,50,,,,,,,,,,,,,,1573800,,,,,
14/12/2026,51,,,,,,,,,,,,,,1573800,,,,,
21/12/2026,52,,,,,,,,,,,,,,1573800,,,,,
28/12/2026,1,,,,,,,,,,,,,,1573800,,,,,
04/01/2027,2,,,,,,,,,,,,,,1573800,,,,,
11/01/2027,3,,,,,,,,,,,,,,1573800,,,,,
18/01/2027,4,,,,,,,,,,,,,,1573800,,,,,
25/01/2027,5,,,,,,,,,,,,,,1573800,,,,,
01/02/2027,6,,,,,,,,,,,,,,1573800,,,,,
08/02/2027,7,,,,,,,,,,,,,,1573800,,,,,
15/02/2027,8,,,,,,,,,,,,,,1573800,,,,,
22/02/2027,9,,,,,,,,,,,,,,1573800,,,,,
01/03/2027,10,,,,,,,,,,,,,,1581613,,,,,
08/03/2027,11,,,,,,,,,,,,,,1581613,,,,,
15/03/2027,12,,,,,,,,,,,,,,1581613,,,,,
22/03/2027,13,,,,,,,,,,,,,,1581613,,,,,
29/03/2027,14,,,,,,,,,,,,,,1581613,,,,,
